,INFY.NS,^NSEI
2010-12-23,584.58046,5980.0
2010-12-24,584.97066,6011.600098
2010-12-27,586.1426299999999,5998.100098
2010-12-28,587.14034,5996.0
2010-12-29,591.00271,6060.350098
2010-12-30,598.3011700000001,6101.850098
2010-12-31,597.57285,6134.5
2011-01-03,600.28062,6157.600098
2011-01-04,604.28948,6146.350098
2011-01-05,600.49725,6079.799805
2011-01-06,603.71668,6048.25
2011-01-07,585.0755,5904.600098
2011-01-10,589.41486,5762.850098
2011-01-11,577.2556400000001,5754.100098
2011-01-12,586.21208,5863.25
2011-01-13,556.33995,5751.899902
2011-01-14,556.18375,5654.549805
2011-01-17,567.3792900000001,5654.75
2011-01-18,576.7869999999999,5724.049805
2011-01-19,564.0466700000001,5691.049805
2011-01-20,572.08312,5711.600098
2011-01-21,563.04896,5696.5
2011-01-24,570.13007,5743.25
2011-01-25,565.79072,5687.399902
2011-01-26,,5687.399902
2011-01-27,554.89928,5604.299805
2011-01-28,549.90868,5512.149902
2011-01-31,541.15221,5505.899902
2011-02-01,536.20535,5417.200195
2011-02-02,536.21369,5432.0
2011-02-03,541.13488,5526.75
2011-02-04,529.0367200000001,5395.75
2011-02-07,535.90125,5396.0
2011-02-08,537.48982,5312.549805
2011-02-09,543.40868,5253.549805
2011-02-10,529.95668,5225.799805
2011-02-11,527.8134,5310.0
2011-02-14,538.87007,5456.0
2011-02-15,539.2172099999999,5481.0
2011-02-16,538.60068,5481.700195
2011-02-17,540.39753,5546.450195
2011-02-18,538.1320400000001,5458.950195
2011-02-21,549.4053299999999,5518.600098
2011-02-22,545.3443900000001,5469.200195
2011-02-23,534.4001900000001,5437.350098
2011-02-24,522.25,5262.700195
2011-02-25,521.98964,5303.549805
2011-02-28,520.21919,5333.25
2011-03-01,535.02503,5522.299805
2011-03-02,,5522.299805
2011-03-03,525.25284,5536.200195
2011-03-04,531.5188400000001,5538.75
2011-03-07,528.13415,5463.149902
2011-03-08,540.90922,5520.799805
2011-03-09,537.29887,5531.0
2011-03-10,536.3872700000001,5494.399902
2011-03-11,530.07817,5445.450195
2011-03-14,538.21882,5531.5
2011-03-15,525.9554400000001,5449.649902
2011-03-16,526.08596,5511.149902
2011-03-17,517.0254,5446.649902
2011-03-18,510.49904000000004,5373.700195
2011-03-21,507.23582999999996,5364.75
2011-03-22,510.83784,5413.850098
2011-03-23,519.56863,5480.25
2011-03-24,521.20855,5522.399902
2011-03-25,549.0241599999999,5654.25
2011-03-28,544.94516,5687.25
2011-03-29,550.81198,5736.350098
2011-03-30,550.38635,5787.649902
2011-03-31,562.606,5833.75
2011-04-01,558.58739,5826.049805
2011-04-04,569.8697099999999,5908.450195
2011-04-05,569.8870900000001,5910.049805
2011-04-06,568.48112,5891.75
2011-04-07,563.40441,5885.700195
2011-04-08,560.1759599999999,5842.0
2011-04-11,562.6580799999999,5785.700195
2011-04-12,,5785.700195
2011-04-13,573.87094,5911.5
2011-04-14,,5911.5
2011-04-15,518.90001,5824.549805
2011-04-18,504.42394,5729.100098
2011-04-19,501.16975999999994,5740.75
2011-04-20,504.63222,5851.649902
2011-04-21,505.10085999999995,5884.700195
2011-04-25,510.53374,5874.5
2011-04-26,510.71634000000006,5868.399902
2011-04-27,512.59023,5833.899902
2011-04-28,508.42445,5785.450195
2011-04-29,504.44962000000004,5749.5
2011-05-02,507.27957000000004,5701.299805
2011-05-03,505.28346,5565.25
2011-05-04,498.11484,5537.149902
2011-05-05,494.42605,5459.850098
2011-05-06,502.1501,5551.450195
2011-05-09,504.84952999999996,5551.100098
2011-05-10,499.90265999999997,5541.25
2011-05-11,504.41559000000007,5565.049805
2011-05-12,500.11027,5486.149902
2011-05-13,499.6076,5544.75
2011-05-16,494.75582,5499.0
2011-05-17,493.67065,5438.950195
2011-05-18,493.3846,5420.600098
2011-05-19,494.06987999999996,5428.100098
2011-05-20,494.66073,5486.350098
2011-05-23,492.43897000000004,5386.549805
2011-05-24,493.73175,5394.850098
2011-05-25,484.03728,5348.950195
2011-05-26,496.17179000000004,5412.350098
2011-05-27,498.1282,5476.100098
2011-05-30,496.89518,5473.100098
2011-05-31,497.79724000000004,
2011-06-01,502.42630999999994,5592.0
2011-06-02,500.90736,5550.350098
2011-06-03,503.2569,5516.75
2011-06-06,507.1347,5532.049805
2011-06-07,516.90107,5556.149902
2011-06-08,513.17479,5526.850098
2011-06-09,511.35205,5521.049805
2011-06-10,511.50432,5485.799805
2011-06-13,514.22915,5482.799805
2011-06-14,513.28203,5500.5
2011-06-15,506.72372,5447.5
2011-06-16,500.41558,5396.75
2011-06-17,494.93802999999997,5366.399902
2011-06-20,484.19884,5257.899902
2011-06-21,487.34325,5275.850098
2011-06-22,492.32972,5278.299805
2011-06-23,496.62712999999997,5320.0
2011-06-24,511.07471,5471.25
2011-06-27,513.059,5526.600098
2011-06-28,512.03113,5545.299805
2011-06-29,514.97109,5600.450195
2011-06-30,520.0991,5647.399902
2011-07-01,524.33429,5627.200195
2011-07-04,525.1920700000001,5650.5
2011-07-05,528.31933,5632.100098
2011-07-06,527.82825,5625.450195
2011-07-07,535.33368,5728.950195
2011-07-08,531.91193,5660.649902
2011-07-11,522.01118,5616.100098
2011-07-12,498.8523,5526.149902
2011-07-13,496.30546,5585.450195
2011-07-14,489.70283,5512.299805
2011-07-15,488.09452000000005,5581.100098
2011-07-18,484.88645999999994,5567.049805
2011-07-19,491.51628,5613.549805
2011-07-20,491.86439,5567.049805
2011-07-21,494.66143,5541.600098
2011-07-22,505.40990999999997,5633.950195
2011-07-25,501.74724000000003,5680.299805
2011-07-26,500.68363,5574.850098
2011-07-27,499.76295,5546.799805
2011-07-28,491.62350999999995,5487.75
2011-07-29,496.05526,5482.0
2011-08-01,503.06035999999995,5516.799805
2011-08-02,491.59632999999997,5456.549805
2011-08-03,488.31755,5404.799805
2011-08-04,484.12664,5331.799805
2011-08-05,463.04925,5211.25
2011-08-08,441.48008,5118.5
2011-08-09,424.33410999999995,5072.850098
2011-08-10,437.2985,5161.0
2011-08-11,436.13695,5138.299805
2011-08-12,424.44989000000004,5072.950195
2011-08-15,,5072.950195
2011-08-16,428.7566,5035.799805
2011-08-17,437.62872000000004,5056.600098
2011-08-18,420.67934,4944.149902
2011-08-19,397.55544,4845.649902
2011-08-22,392.17657,4898.799805
2011-08-23,406.8922,4948.899902
2011-08-24,402.23739,4888.899902
2011-08-25,390.17509,4839.600098
2011-08-26,393.59758999999997,4747.799805
2011-08-29,410.34112999999996,4919.600098
2011-08-30,418.68645,5001.0
2011-08-31,,5001.0
2011-09-01,,5001.0
2011-09-02,414.44266,5040.0
2011-09-05,404.77497,5017.200195
2011-09-06,411.46766,5064.299805
2011-09-07,409.48336,5124.649902
2011-09-08,417.8823,5153.25
2011-09-09,406.41901,5059.450195
2011-09-12,392.8642,4946.799805
2011-09-13,397.08225,4940.950195
2011-09-14,420.24114000000003,5012.549805
2011-09-15,430.6508,5075.700195
2011-09-16,428.01462000000004,5084.25
2011-09-19,422.20684000000006,5031.950195
2011-09-20,435.41355,5140.200195
2011-09-21,435.25199000000003,5133.25
2011-09-22,420.41129000000006,4923.649902
2011-09-23,417.94521000000003,4867.75
2011-09-26,420.84015,4835.399902
2011-09-27,436.77095,4971.25
2011-09-28,441.43505999999996,4945.899902
2011-09-29,455.88337,5015.450195
2011-09-30,452.65817000000004,4943.25
2011-10-03,442.44505,4849.5
2011-10-04,435.76165999999995,4772.149902
2011-10-05,437.27132,4751.299805
2011-10-06,,4751.299805
2011-10-07,448.30644,4888.049805
2011-10-10,462.82552000000004,4979.600098
2011-10-11,447.5652,4974.350098
2011-10-12,478.80209,5099.399902
2011-10-13,481.90217,5077.850098
2011-10-14,490.3104,5132.299805
2011-10-17,490.81077,5118.25
2011-10-18,482.76923,5037.5
2011-10-19,487.45117999999997,5139.149902
2011-10-20,502.03222999999997,5091.899902
2011-10-21,497.48175999999995,5049.950195
2011-10-24,505.64059000000003,5098.350098
2011-10-25,522.34116,5191.600098
2011-10-26,518.6772599999999,5201.799805
2011-10-27,,5201.799805
2011-10-28,522.3316599999999,5360.700195
2011-10-31,525.7858,5326.600098
2011-11-01,518.30308,5257.950195
2011-11-02,517.9010599999999,5258.450195
2011-11-03,511.99924000000004,5265.75
2011-11-04,516.35673,5284.200195
2011-11-07,,5284.200195
2011-11-08,519.30804,5289.350098
2011-11-09,518.06553,5221.049805
2011-11-10,,5221.049805
2011-11-11,507.17540999999994,5168.850098
2011-11-14,513.2234599999999,5148.350098
2011-11-15,511.3049,5068.5
2011-11-16,507.6505,5030.450195
2011-11-17,503.11904000000004,4934.75
2011-11-18,500.79850999999996,4905.799805
2011-11-21,487.88023,4778.350098
2011-11-22,497.72880999999995,4812.350098
2011-11-23,484.69137,4706.450195
2011-11-24,487.16759,
2011-11-25,475.01672,4710.049805
2011-11-28,481.6765,4851.299805
2011-11-29,474.69660999999996,4805.100098
2011-11-30,476.32355,4832.049805
2011-12-01,485.18547,4936.850098
2011-12-02,492.27425,5050.149902
2011-12-05,493.55329000000006,5039.149902
2011-12-06,493.55329000000006,5039.149902
2011-12-07,504.1145,5062.600098
2011-12-08,497.62795,4943.649902
2011-12-09,495.22556,4866.700195
2011-12-12,500.69765,4764.600098
2011-12-13,502.8815,4800.600098
2011-12-14,500.69765,4763.25
2011-12-15,496.33137999999997,4746.350098
2011-12-16,497.82017,4651.600098
2011-12-19,489.03132999999997,4613.100098
2011-12-20,487.63389000000006,4544.200195
2011-12-21,501.20047999999997,4693.149902
2011-12-22,497.15362000000005,4733.850098
2011-12-23,492.38460999999995,4714.0
2011-12-26,507.20320999999996,
2011-12-27,504.19707,4750.5
2011-12-28,508.32656,4705.799805
2011-12-29,501.03605,4646.25
2011-12-30,505.70415,4624.299805
2012-01-02,513.25049,
2012-01-03,523.3644099999999,4765.299805
2012-01-04,521.5554599999999,4749.649902
2012-01-05,518.9513400000001,4749.950195
2012-01-06,517.4895799999999,4754.100098
2012-01-09,518.29429,4742.799805
2012-01-10,523.23651,4849.549805
2012-01-11,516.47588,4860.950195
2012-01-12,472.92422999999997,4831.25
2012-01-13,472.18457,4866.0
2012-01-16,482.40738,4873.899902
2012-01-17,486.40968,4967.299805
2012-01-18,477.27369000000004,4955.799805
2012-01-19,474.10312999999996,5018.399902
2012-01-20,473.0251,5048.600098
2012-01-23,475.12637,5046.25
2012-01-24,478.87212999999997,5127.350098
