,ACC,ADANIPORTS,AMBUJACEM
2013-09-26,1035.54,139.44,175.1167
2013-09-27,1039.55,138.99,174.8797
2013-09-30,1051.28,136.47,173.0314
2013-10-01,1039.41,137.12,170.6144
2013-10-02,1039.41,137.12,170.6144
2013-10-03,1077.47,139.24,180.7565
2013-10-04,1070.66,141.27,179.9508
2013-10-07,1062.81,143.05,182.747
2013-10-08,1067.02,142.85,184.4531
2013-10-09,1052.27,144.14,185.6379
2013-10-10,1068.2,144.14,186.25400000000002
2013-10-11,1065.51,148.68,184.4531
2013-10-14,1090.65,149.23,189.7137
2013-10-15,1070.33,149.57,187.8654
2013-10-16,1070.33,149.57,187.8654
2013-10-17,1067.54,148.44,186.3014
2013-10-18,1082.24,151.01,188.2919
2013-10-21,1086.87,155.11,188.0076
2013-10-22,1074.82,157.98,186.1119
2013-10-23,1094.01,157.18,186.4436
2013-10-24,1091.46,153.13,184.0266
2013-10-25,1074.72,142.75,181.8939
2013-10-28,1051.94,143.44,180.4247
2013-10-29,1087.2,143.44,184.8796
2013-10-30,1086.83,144.78,182.8417
2013-10-31,1072.93,143.84,178.52900000000002
2013-11-01,1079.36,143.2,178.3868
2013-11-04,1079.36,143.2,178.3868
2013-11-05,1077.18,150.12,176.5859
2013-11-06,1050.99,149.18,171.3253
2013-11-07,1055.63,146.61,171.0883
2013-11-08,1030.19,146.71,167.4864
2013-11-11,992.8,148.19,164.4059
2013-11-12,967.13,144.53,163.695
2013-11-13,984.34,143.59,166.3964
2013-11-14,986.94,151.06,167.2495
2013-11-15,986.94,151.06,167.2495
2013-11-18,1007.17,153.03,169.9035
2013-11-19,998.85,152.83,169.477
2013-11-20,1006.75,154.52,167.8656
2013-11-21,973.8,150.31,162.1785
2013-11-22,993.37,150.96,165.4012
2013-11-25,1019.79,159.41,170.1878
2013-11-26,1010.1,156.25,169.24
2013-11-27,1007.65,149.97,169.9035
2013-11-28,1008.59,155.26,173.1262
2013-11-29,1036.77,156.15,175.6854
2013-12-02,1033.03,157.88,175.3063
2013-12-03,1040.4,156.29,176.5385
2013-12-04,1041.82,152.69,174.2636
2013-12-05,1046.12,158.57,176.2067
2013-12-06,1055.06,161.44,175.4485
2013-12-09,1102.95,162.97,183.5053
2013-12-10,1087.68,158.12,179.61900000000003
2013-12-11,1073.68,155.16,178.3868
2013-12-12,1058.89,152.44,172.6049
2013-12-13,1032.27,150.26,169.2874
2013-12-16,1028.02,154.56,166.1595
2013-12-17,1030.62,155.75,166.4912
2013-12-18,1035.49,156.49,170.3774
2013-12-19,1023.2,165.29,166.8703
2013-12-20,1037.38,161.34,170.7566
2013-12-23,1044.66,160.1,170.2352
2013-12-24,1049.1,157.48,172.0362
2013-12-25,1049.1,157.48,172.0362
2013-12-26,1049.91,158.12,174.6428
2013-12-27,1061.2,158.17,175.2589
2013-12-30,1034.78,155.26,172.4153
2013-12-31,1048.25,153.63,173.1262
2014-01-01,1047.97,154.52,174.0741
2014-01-02,1037.71,150.91,169.8087
2014-01-03,1029.53,148.19,168.5291
2014-01-06,1025.8,149.13,167.1073
2014-01-07,1025.99,144.28,166.1121
2014-01-08,1024.24,149.03,165.5907
2014-01-09,996.49,147.84,161.7519
2014-01-10,977.82,146.61,158.5292
2014-01-13,980.56,142.11,161.2306
2014-01-14,963.64,145.37,158.9083
2014-01-15,973.18,148.39,161.1832
2014-01-16,976.02,149.08,160.5671
2014-01-17,971.58,146.95,161.1358
2014-01-20,973.66,149.23,163.1263
2014-01-21,974.79,145.96,161.9889
2014-01-22,967.8,146.21,162.2732
2014-01-23,964.34,146.61,162.2732
2014-01-24,944.92,143.34,154.4534
2014-01-27,930.5,142.31,149.1454
2014-01-28,941.8,140.38,149.7615
2014-01-29,934.37,144.98,150.3302
2014-01-30,928.99,140.03,149.1454
2014-01-31,955.69,145.27,150.8515
2014-02-03,949.12,142.31,147.1549
2014-02-04,946.48,145.22,147.6762
2014-02-05,946.38,144.04,147.0127
2014-02-06,963.35,144.73,147.7236
2014-02-07,989.35,145.82,154.3586
2014-02-10,991.24,146.36,153.6951
2014-02-11,992.52,146.56,152.3207
2014-02-12,981.22,144.38,152.2246
2014-02-13,959.05,142.5,148.0442
2014-02-14,953.8,145.37,145.2573
2014-02-17,955.03,149.47,145.1612
2014-02-18,964.25,157.83,146.7949
2014-02-19,969.83,162.23,148.5728
2014-02-20,952.9,162.92,146.7949
2014-02-21,1007.41,165.34,155.6843
2014-02-24,1011.71,162.62,153.8103
2014-02-25,1024.71,157.18,157.7024
2014-02-26,1031.19,158.91,159.4803
2014-02-27,1031.19,158.91,159.4803
2014-02-28,1044.61,165.34,161.4504
2014-03-03,1039.51,169.69,161.3543
2014-03-04,1071.51,173.45,161.7867
2014-03-05,1103.61,174.88,162.8919
2014-03-06,1145.96,177.1,167.0242
2014-03-07,1192.34,184.77,175.0487
2014-03-10,1197.77,185.71,175.5292
2014-03-11,1182.98,182.49,177.1149
2014-03-12,1164.35,181.55,173.6072
2014-03-13,1178.82,177.15,173.7513
2014-03-14,1180.66,181.11,174.2318
2014-03-17,1180.66,181.11,174.2318
2014-03-18,1189.45,186.59,176.8266
2014-03-19,1214.41,183.09,182.1122
2014-03-20,1191.53,179.53,175.6253
2014-03-21,1200.85,179.63,177.3071
2014-03-24,1231.03,176.46,178.8447
2014-03-25,1219.95,177.85,176.25
2014-03-26,1241.44,176.76,179.085
2014-03-27,1260.3,177.7,184.803
2014-03-28,1307.62,184.02,191.8664
2014-03-31,1343.28,185.31,194.317
2014-04-01,1333.25,184.17,195.23
2014-04-02,1305.27,183.88,192.8275
2014-04-03,1296.82,179.23,196.8637
2014-04-04,1310.45,177.8,195.4222
2014-04-07,1323.84,174.98,201.2363
2014-04-08,1323.84,174.98,201.2363
2014-04-09,1317.94,181.36,202.9181
2014-04-10,1333.39,190.8,204.0713
2014-04-11,1335.55,191.44,208.7322
2014-04-14,1335.55,191.44,208.7322
2014-04-15,1307.05,184.86,205.5129
2014-04-16,1278.3,191.88,199.6507
2014-04-17,1303.74,196.13,208.2037
2014-04-18,1303.74,196.13,208.2037
2014-04-21,1296.49,201.67,207.579
2014-04-22,1282.91,202.46,206.2336
2014-04-23,1292.89,202.12,210.2218
2014-04-24,1292.89,202.12,210.2218
2014-04-25,1257.57,196.43,200.9
2014-04-28,1235.3,189.96,192.2989
2014-04-29,1248.02,189.36,194.5092
2014-04-30,1241.01,186.05,190.0405
2014-05-01,1241.01,186.05,190.0405
2014-05-02,1234.05,183.73,194.0287
2014-05-05,1225.66,183.93,194.6534
2014-05-06,1239.43,190.3,191.0976
2014-05-07,1220.57,187.34,186.9653
2014-05-08,1218.65,188.03,185.4277
2014-05-09,1287.18,202.36,199.0741
2014-05-12,1299.08,202.26,203.2064
2014-05-13,1334.26,221.94,213.0088
2014-05-14,1332.24,214.57,215.2191
2014-05-15,1321.73,217.88,210.6543
2014-05-16,1372.65,222.43,215.6035
2014-05-19,1384.45,229.01,210.8465
2014-05-20,1364.83,233.11,208.49200000000002
2014-05-21,1324.95,223.07,206.2336
2014-05-22,1333.54,222.48,206.0895
2014-05-23,1324.61,225.1,204.8882
2014-05-26,1294.23,220.7,201.9571
2014-05-27,1277.05,212.0,200.3234
2014-05-28,1325.71,217.88,211.0387
2014-05-29,1307.53,209.48,205.7051
2014-05-30,1283.24,224.9,209.1167
2014-06-02,1326.82,223.57,214.162
2014-06-03,1360.08,237.56,221.9942
2014-06-04,1365.5,241.07,220.8891
2014-06-05,1381.38,238.89,220.9852
2014-06-06,1381.05,254.71,221.9942
2014-06-09,1446.5,251.1,227.8084
2014-06-10,1439.26,243.24,221.1774
2014-06-11,1424.43,235.48,219.3034
2014-06-12,1417.61,234.24,216.8048
2014-06-13,1415.46,227.97,214.21
2014-06-16,1426.54,225.5,213.8737
2014-06-17,1439.5,233.4,216.1321
2014-06-18,1415.89,228.41,212.8646
2014-06-19,1396.55,223.37,210.9426
2014-06-20,1380.76,229.94,209.6933
2014-06-23,1411.86,234.29,214.162
2014-06-24,1412.82,235.28,214.21
2014-06-25,1410.85,234.44,212.6724
2014-06-26,1391.75,231.87,209.8374
2014-06-27,1372.22,228.76,208.2037
2014-06-30,1410.18,240.92,211.9997
2014-07-01,1421.07,241.41,215.0269
2014-07-02,1438.15,268.15,217.4775
2014-07-03,1420.54,267.31,216.4684
2014-07-04,1392.61,272.4,214.9788
2014-07-07,1392.52,277.5,214.8827
2014-07-08,1361.51,255.5,209.7413
2014-07-09,1377.83,261.88,210.41400000000002
2014-07-10,1399.86,267.21,211.2789
2014-07-11,1367.42,245.86,206.1375
2014-07-14,1342.08,249.91,206.9544
2014-07-15,1362.57,259.95,211.327
2014-07-16,1377.88,277.79,213.0088
2014-07-17,1417.61,282.39,216.03599999999997
2014-07-18,1402.45,285.01,211.1828
2014-07-21,1424.09,284.81,212.33599999999998
2014-07-22,1429.18,281.55,214.4022
2014-07-23,1395.4,276.61,207.4349
2014-07-24,1404.61,272.55,209.6452
2014-07-25,1382.1,264.99,203.6389
2014-07-28,1360.62,262.96,198.0169
2014-07-29,1360.62,262.96,198.0169
2014-07-30,1366.83,260.64,202.7674
2014-07-31,1353.88,258.56,200.1013
2014-08-01,1334.14,257.27,197.1444
2014-08-04,1333.12,263.42,198.1624
2014-08-05,1398.11,263.77,206.2576
2014-08-06,1388.12,266.44,201.8949
2014-08-07,1429.38,264.11,203.8338
2014-08-08,1396.31,260.09,197.2414
2014-08-11,1404.36,267.93,198.9864
2014-08-12,1420.56,269.27,202.525
2014-08-13,1408.68,272.3,199.4227
2014-08-14,1436.27,270.32,204.46400000000003
2014-08-15,1436.27,270.32,204.46400000000003
2014-08-18,1463.23,271.51,207.4694
2014-08-19,1478.07,284.95,209.8931
2014-08-20,1479.48,290.91,209.1175
2014-08-21,1479.67,294.63,207.4209
2014-08-22,1474.63,295.42,204.8033
2014-08-25,1485.59,291.1,205.9667
2014-08-26,1446.5,295.72,202.5735
2014-08-27,1457.51,286.04,200.6345
2014-08-28,1447.62,280.69,200.0044
2014-08-29,1447.62,280.69,200.0044
2014-09-01,1454.41,284.31,202.0888
2014-09-02,1505.18,286.64,209.166
2014-09-03,1500.19,286.89,207.9541
2014-09-04,1479.53,287.09,205.2881
2014-09-05,1475.94,287.93,206.2576
2014-09-08,1503.0,297.51,212.6077
2014-09-09,1498.59,292.94,212.3168
2014-09-10,1486.12,291.2,210.2324
2014-09-11,1485.93,291.2,208.4389
2014-09-12,1488.06,291.25,208.245
2014-09-15,1467.11,289.57,204.3186
2014-09-16,1438.36,277.56,200.5861
2014-09-17,1450.33,280.29,202.8159
2014-09-18,1463.57,292.35,206.9362
2014-09-19,1459.74,282.77,208.4874
2014-09-22,1448.59,283.61,207.6148
2014-09-23,1420.03,271.01,207.2755
2014-09-24,1387.15,266.2,205.5789
2014-09-25,1356.93,265.85,200.6345
2014-09-26,1391.95,277.81,205.5789
2014-09-29,1395.2,279.3,208.1965
2014-09-30,1357.42,275.43,207.1786
2014-10-01,1349.76,273.04,204.2216
2014-10-02,1349.76,273.04,204.2216
2014-10-03,1349.76,273.04,204.2216
2014-10-06,1349.76,273.04,204.2216
2014-10-07,1328.37,257.91,203.1067
2014-10-08,1338.65,259.15,201.8464
2014-10-09,1386.03,267.73,209.2145
2014-10-10,1361.06,256.92,204.9972
2014-10-13,1345.2,258.51,202.4766
2014-10-14,1341.66,258.16,201.7979
2014-10-15,1341.66,258.16,201.7979
2014-10-16,1334.87,251.01,199.9074
2014-10-17,1364.5,248.43,201.0223
2014-10-20,1381.33,256.92,206.403
2014-10-21,1401.84,259.9,207.0816
2014-10-22,1429.63,266.94,210.2809
2014-10-23,1429.63,267.93,210.2809
2014-10-24,1429.63,267.93,210.2809
2014-10-27,1416.15,261.83,214.5951
2014-10-28,1425.55,259.4,218.0852
2014-10-29,1439.28,269.87,219.2486
2014-10-30,1451.89,269.77,216.8734
2014-10-31,1454.12,283.46,220.7028
2014-11-03,1446.31,289.27,220.8968
2014-11-04,1446.31,289.27,220.8968
2014-11-05,1441.07,286.54,216.1948
2014-11-06,1441.07,286.54,216.1948
2014-11-07,1463.33,290.66,215.1768
2014-11-10,1454.12,288.47,214.78900000000002
2014-11-11,1467.65,289.27,218.47299999999998
2014-11-12,1468.52,298.4,222.4479
2014-11-13,1456.74,292.0,219.2971
2014-11-14,1465.37,294.97,223.0781
2014-11-17,1451.55,293.83,220.7998
2014-11-18,1442.24,300.78,219.6849
2014-11-19,1419.01,297.85,215.3707
2014-11-20,1402.81,297.95,214.8859
2014-11-21,1420.85,300.73,219.0547
2014-11-24,1407.56,303.96,223.0296
2014-11-25,1379.39,296.41,221.43
2014-11-26,1395.15,294.53,221.8178
2014-11-27,1394.27,288.13,218.47299999999998
2014-11-28,1430.94,288.03,222.8842
2014-12-01,1426.67,286.79,223.3205
2014-12-02,1434.48,283.96,221.5269
2014-12-03,1433.7,289.02,223.0296
2014-12-04,1431.81,284.01,223.0296
2014-12-05,1452.08,282.37,229.71900000000002
2014-12-08,1433.65,274.68,224.4354
2014-12-09,1387.53,267.14,218.9578
2014-12-10,1388.99,273.14,218.7639
2014-12-11,1385.35,275.97,216.2432
2014-12-12,1386.9,275.33,218.9093
2014-12-15,1391.8,285.85,221.333
2014-12-16,1350.05,272.4,212.2199
2014-12-17,1328.37,271.65,213.9649
2014-12-18,1338.41,287.73,217.1158
2014-12-19,1338.85,287.68,218.2791
2014-12-22,1341.85,288.08,221.8662
2014-12-23,1340.01,285.94,220.50900000000001
2014-12-24,1351.45,280.88,219.9273
2014-12-25,1351.45,280.88,219.9273
2014-12-26,1351.55,286.99,219.1517
2014-12-29,1357.08,290.86,223.27200000000002
2014-12-30,1355.92,313.58,222.9327
2014-12-31,1358.0,316.61,221.8662
2015-01-01,1361.3,317.1,220.7998
2015-01-02,1382.98,316.91,223.9021
2015-01-05,1390.49,321.32,223.6113
2015-01-06,1341.9,319.39,215.3707
2015-01-07,1326.28,318.64,213.3833
2015-01-08,1349.51,331.99,219.49099999999999
2015-01-09,1356.4,328.62,216.9703
2015-01-12,1362.32,325.94,221.0422
2015-01-13,1398.3,320.53,223.0781
2015-01-14,1433.85,328.71,225.7442
2015-01-15,1468.81,328.07,233.1122
2015-01-16,1472.64,328.32,232.0458
2015-01-19,1486.75,325.84,239.2685
2015-01-20,1497.81,327.97,239.6562
2015-01-21,1497.96,326.83,239.123
2015-01-22,1511.87,326.88,241.4013
2015-01-23,1495.63,344.24,244.7945
2015-01-26,1495.63,344.24,244.7945
2015-01-27,1482.68,342.51,242.5647
2015-01-28,1497.33,336.65,241.4498
2015-01-29,1535.3,341.52,248.1392
2015-01-30,1513.47,338.44,241.1589
2015-02-02,1479.04,333.33,241.6437
2015-02-03,1463.19,325.29,237.5719
2015-02-04,1450.82,318.79,241.1589
2015-02-05,1459.26,309.81,239.9956
2015-02-06,1461.83,297.9,240.6742
2015-02-09,1463.43,297.85,238.4929
2015-02-10,1515.61,315.42,241.983
2015-02-11,1505.86,323.6,243.1949
2015-02-12,1547.18,334.02,251.7748
2015-02-13,1576.13,332.78,257.01
2015-02-16,1565.85,328.71,258.0764
2015-02-17,1565.85,328.71,258.0764
2015-02-18,1603.53,331.25,261.8574
2015-02-19,1566.53,331.29,256.9615
2015-02-20,1571.62,326.48,255.071
2015-02-23,1567.3,320.92,254.15
2015-02-24,1569.29,331.49,249.44799999999998
2015-02-25,1605.91,325.69,253.0836
2015-02-26,1590.53,324.79,251.8233
2015-02-27,1623.07,343.6,261.2273
2015-03-02,1709.73,327.82,280.0651
2015-03-03,1705.37,333.97,275.699
2015-03-04,1673.22,329.46,269.4688
2015-03-05,1647.51,330.5,268.1933
2015-03-06,1647.51,330.5,268.1933
2015-03-09,1610.13,322.51,258.7744
2015-03-10,1600.47,315.12,254.6046
2015-03-11,1590.34,305.44,254.94799999999998
2015-03-12,1617.13,307.88,259.0687
2015-03-13,1585.73,303.91,251.1706
2015-03-16,1557.81,310.9,251.8083
2015-03-17,1582.78,317.1,253.8197
2015-03-18,1553.69,314.23,247.9329
2015-03-19,1539.12,310.51,246.9517
2015-03-20,1540.34,305.79,250.3857
2015-03-23,1557.03,301.52,251.3178
2015-03-24,1553.39,304.75,248.5706
2015-03-25,1552.07,312.34,244.1064
2015-03-26,1549.96,301.87,245.3819
2015-03-27,1520.42,302.67,245.7253
2015-03-30,1553.0,306.19,252.2499
2015-03-31,1533.47,305.84,250.4838
2015-04-01,1556.19,308.57,255.3404
2015-04-02,1556.19,308.57,255.3404
2015-04-03,1556.19,308.57,255.3404
2015-04-06,1587.1,318.79,256.5669
2015-04-07,1619.38,321.42,255.1933
2015-04-08,1605.55,316.71,252.7895
2015-04-09,1592.06,314.28,251.3178
2015-04-10,1605.4,317.35,253.4272
2015-04-13,1566.3,328.27,252.7404
2015-04-14,1566.3,328.27,252.7404
2015-04-15,1584.3,323.26,255.0461
2015-04-16,1534.9,324.99,247.7366
2015-04-17,1493.14,320.28,242.1932
2015-04-20,1501.09,311.1,243.3706
2015-04-21,1468.12,312.04,235.4724
2015-04-22,1528.13,311.3,237.4838
2015-04-23,1490.15,316.16,233.1177
2015-04-24,1502.91,313.88,228.9479
2015-04-27,1465.96,303.61,225.8083
2015-04-28,1486.13,303.76,226.2007
2015-04-29,1456.64,310.46,233.8045
2015-04-30,1406.84,315.12,228.0158
2015-05-01,1406.84,315.12,228.0158
2015-05-04,1446.98,344.54,236.7479
2015-05-05,1443.84,340.08,234.6875
2015-05-06,1386.82,328.67,222.5215
2015-05-07,1424.75,320.33,227.0347
2015-05-08,1421.37,332.54,228.8007
2015-05-11,1470.87,341.42,234.0007
2015-05-12,1422.79,332.34,224.5328
2015-05-13,1445.16,337.84,230.7139
2015-05-14,1447.22,331.39,230.6158
2015-05-15,1444.57,326.48,230.2724
2015-05-18,1481.57,336.75,236.1592
2015-05-19,1469.69,337.25,234.4913
2015-05-20,1474.75,340.42,234.2951
2015-05-21,1498.93,345.73,236.6498
2015-05-22,1490.74,347.38,237.0423
2015-05-25,1467.44,341.35,227.9177
2015-05-26,1454.34,343.69,222.5215
2015-05-27,1436.53,337.37,223.3064
2015-05-28,1443.15,331.5,225.612
2015-05-29,1484.07,322.39,233.1177
2015-06-01,1487.94,310.14,235.3743
2015-06-02,1453.45,307.76,226.9366
2015-06-03,1432.65,295.91,221.5403
2015-06-04,1439.42,309.8,224.68
2015-06-05,1407.63,309.9,217.6158
2015-06-08,1402.77,300.79,218.8422
2015-06-09,1414.1,305.17,221.4913
2015-06-10,1409.49,311.54,221.5894
2015-06-11,1381.33,302.88,217.7139
2015-06-12,1375.88,310.64,214.329
2015-06-15,1344.58,308.65,211.5818
2015-06-16,1361.51,311.79,215.4082
2015-06-17,1384.18,309.6,217.8611
2015-06-18,1387.27,309.6,217.9592
2015-06-19,1398.45,303.23,222.3252
2015-06-22,1400.71,309.65,224.1403
2015-06-23,1420.04,314.62,226.2988
2015-06-24,1384.22,310.14,222.7177
2015-06-25,1381.38,311.14,222.3252
2015-06-26,1394.23,309.8,222.7177
2015-06-29,1385.3,305.27,223.1592
2015-06-30,1417.49,306.51,225.563
2015-07-01,1438.29,309.9,233.6573
2015-07-02,1443.98,314.62,235.3253
2015-07-03,1452.67,319.35,237.7781
2015-07-06,1476.76,318.66,241.114
2015-07-07,1472.0,331.55,241.16299999999998
2015-07-08,1440.21,319.2,236.4536
2015-07-09,1457.23,313.73,237.5819
2015-07-10,1444.62,315.67,237.3857
2015-07-13,1447.42,319.95,243.1744
2015-07-14,1450.75,314.47,247.5895
2015-07-15,1468.91,318.21,250.3857
2015-07-16,1468.86,325.43,249.5027
2015-07-17,1458.16,327.81,245.8725
2015-07-20,1427.84,327.32,246.6083
2015-07-21,1412.63,321.19,237.5328
2015-07-22,1421.14,323.04,241.8989
2015-07-23,1408.48,329.86,239.8385
2015-07-24,1393.05,322.44,235.6196
2015-07-27,1353.95,312.53,229.6347
2015-07-28,1343.96,312.04,225.8573
2015-07-29,1354.64,313.28,229.1441
2015-07-30,1355.82,316.91,226.6913
2015-07-31,1371.89,323.53,229.507
2015-08-03,1376.05,329.21,226.8395
2015-08-04,1361.81,337.62,226.3455
2015-08-05,1366.31,338.32,226.8889
2015-08-06,1389.64,345.19,227.5805
2015-08-07,1384.01,338.02,225.7527
2015-08-10,1370.26,337.02,223.9249
2015-08-11,1358.89,330.3,219.9237
2015-08-12,1350.73,330.3,220.5658
2015-08-13,1349.3,333.19,219.4297
2015-08-14,1356.71,362.11,223.5792
2015-08-17,1352.07,356.68,223.5792
2015-08-18,1371.84,361.81,224.3695
2015-08-19,1430.73,363.85,228.2227
2015-08-20,1395.23,366.89,221.2574
2015-08-21,1390.73,363.4,224.3201
2015-08-24,1351.87,333.09,209.5993
2015-08-25,1346.88,343.24,205.104
2015-08-26,1345.19,346.28,195.817
2015-08-27,1354.64,354.94,207.3763
2015-08-28,1347.57,361.01,203.622
2015-08-31,1319.93,353.85,204.7088
2015-09-01,1317.31,340.71,205.104
2015-09-02,1341.19,333.04,207.3763
2015-09-03,1378.96,337.87,215.8235
2015-09-04,1330.36,337.82,208.9571
2015-09-07,1329.92,321.19,204.4124
2015-09-08,1330.76,316.12,206.0426
2015-09-09,1364.62,322.59,209.5993
2015-09-10,1363.49,324.73,208.7595
2015-09-11,1351.28,321.49,204.5112
2015-09-14,1373.13,328.46,208.7101
2015-09-15,1364.08,330.5,201.9425
2015-09-16,1361.91,332.69,207.9197
2015-09-17,1361.91,332.69,207.9197
2015-09-18,1359.83,338.17,207.2281
2015-09-21,1367.94,331.4,207.3763
2015-09-22,1338.42,317.66,205.351
2015-09-23,1330.61,309.45,206.1908
2015-09-24,1328.04,300.49,204.5112
2015-09-25,1328.04,300.49,204.5112
2015-09-28,1321.81,305.81,200.6087
2015-09-29,1312.61,296.06,200.5593
2015-09-30,1331.7,297.65,203.3256
2015-10-01,1347.86,303.67,207.4257
2015-10-02,1347.86,303.67,207.4257
2015-10-05,1354.39,316.42,207.4257
2015-10-06,1335.31,314.38,207.2775
2015-10-07,1337.14,313.13,206.6354
2015-10-08,1341.04,319.3,207.3763
2015-10-09,1332.29,317.11,206.6354
2015-10-12,1329.32,319.3,207.4257
2015-10-13,1337.09,322.09,207.4257
2015-10-14,1360.87,323.04,207.4257
2015-10-15,1355.92,327.52,207.1293
2015-10-16,1377.43,321.84,209.5993
2015-10-19,1380.35,316.27,207.5245
2015-10-20,1363.88,308.45,207.4257
2015-10-21,1363.54,312.78,206.6848
2015-10-22,1363.54,312.78,206.6848
2015-10-23,1384.55,312.73,206.4378
2015-10-26,1378.17,314.92,206.1414
2015-10-27,1370.31,309.9,202.9304
2015-10-28,1385.39,299.29,206.2402
2015-10-29,1369.91,298.75,204.9558
2015-10-30,1364.18,294.91,204.4618
2015-11-02,1382.77,294.22,207.4751
2015-11-03,1409.96,289.89,207.1787
2015-11-04,1389.99,288.14,206.5366
2015-11-05,1373.23,282.82,205.6474
2015-11-06,1368.58,283.76,207.3269
2015-11-09,1352.41,274.8,202.5353
2015-11-10,1307.32,264.4,194.335
2015-11-11,1307.32,264.4,194.335
2015-11-12,1307.32,264.4,194.335
2015-11-13,1311.87,266.14,190.3337
2015-11-16,1309.65,270.87,191.8157
2015-11-17,1310.68,269.53,196.6074
2015-11-18,1319.39,266.09,195.076
2015-11-19,1317.95,269.53,195.6688
2015-11-20,1324.77,268.48,199.5219
2015-11-23,1328.58,275.25,198.287
2015-11-24,1326.51,269.03,200.1641
2015-11-25,1326.51,269.03,200.1641
2015-11-26,1340.79,266.79,200.7569
2015-11-27,1338.07,267.04,200.1641
2015-11-30,1329.97,266.79,196.5086
2015-12-01,1342.72,262.06,198.3858
2015-12-02,1344.65,260.22,197.7436
2015-12-03,1335.01,257.68,195.32299999999998
2015-12-04,1319.93,254.4,192.7049
2015-12-07,1338.32,253.95,193.5447
2015-12-08,1324.23,249.92,192.3097
2015-12-09,1299.07,242.9,187.1228
2015-12-10,1309.65,245.79,187.6168
2015-12-11,1304.65,240.06,186.7276
2015-12-14,1326.8,253.4,190.9265
2015-12-15,1322.7,250.96,191.0253
2015-12-16,1334.02,250.51,192.0133
2015-12-17,1341.04,255.14,195.7676
2015-12-18,1333.92,259.03,197.1014
2015-12-21,1337.88,259.42,198.3858
2015-12-22,1333.82,256.44,197.5954
2015-12-23,1327.05,256.14,199.0279
2015-12-24,1329.13,256.94,200.8557
2015-12-25,1329.13,256.94,200.8557
2015-12-28,1315.97,260.82,200.2629
2015-12-29,1335.36,262.36,203.0786
2015-12-30,1334.71,260.57,202.4859
2015-12-31,1345.44,259.72,200.6087
2016-01-01,1358.3,266.34,203.1774
2016-01-04,1328.98,256.79,199.7195
2016-01-05,1326.31,254.55,201.5473
2016-01-06,1305.59,250.66,200.6087
2016-01-07,1285.96,243.89,195.2242
2016-01-08,1281.32,240.31,195.9652
2016-01-11,1283.05,232.99,195.57
2016-01-12,1266.09,236.18,192.8531
2016-01-13,1267.62,229.16,195.57
2016-01-14,1254.87,226.77,195.57
2016-01-15,1215.86,217.27,191.5687
2016-01-18,1210.57,218.31,188.8024
2016-01-19,1221.49,231.8,189.0494
2016-01-20,1198.7,218.41,184.7023
2016-01-21,1214.72,220.3,189.7904
2016-01-22,1227.13,220.75,190.6795
2016-01-25,1231.08,217.41,194.582
2016-01-26,1231.08,217.41,194.582
2016-01-27,1216.6,214.38,189.5928
2016-01-28,1201.37,209.9,190.8771
2016-01-29,1226.19,211.29,193.0013
2016-02-01,1257.63,220.1,197.546
2016-02-02,1247.25,212.29,194.2363
2016-02-03,1234.99,209.25,189.5928
2016-02-04,1256.2,214.73,193.2977
2016-02-05,1257.19,210.15,193.1495
2016-02-08,1266.29,211.09,194.7796
2016-02-09,1264.8,209.45,195.2736
2016-02-10,1251.7,201.93,193.2483
2016-02-11,1220.21,186.01,191.0253
2016-02-12,1207.4,177.25,192.3097
2016-02-15,1242.5,190.29,195.6194
2016-02-16,1214.08,199.45,191.6675
2016-02-17,1212.35,211.54,191.0747
2016-02-18,1248.24,209.45,193.0013
2016-02-19,1263.72,208.46,192.6061
2016-02-22,1273.15,204.97,194.8428
2016-02-23,1235.8,203.28,192.457
2016-02-24,1225.12,199.25,190.27
2016-02-25,1192.03,197.55,187.6853
2016-02-26,1183.14,199.2,187.8841
2016-02-29,1186.12,195.81,186.8403
2016-03-01,1224.87,205.97,189.2759
2016-03-02,1235.15,217.81,194.4949
2016-03-03,1245.98,226.47,198.4712
2016-03-04,1231.28,224.13,201.205
2016-03-07,1231.28,224.13,201.205
2016-03-08,1233.07,227.22,200.4594
2016-03-09,1235.65,224.98,203.1435
2016-03-10,1222.34,225.43,200.3103
2016-03-11,1218.76,230.16,199.515
2016-03-14,1227.75,231.35,202.4973
2016-03-15,1232.02,227.22,203.6902
2016-03-16,1228.1,227.52,204.9826
2016-03-17,1265.4,234.64,216.862
2016-03-18,1328.49,240.86,220.739
2016-03-21,1365.4,242.75,230.5805
2016-03-22,1356.61,239.55,228.493
2016-03-23,1363.71,238.3,226.9024
2016-03-24,1363.71,238.3,226.9024
2016-03-25,1363.71,238.3,226.9024
2016-03-28,1368.58,235.65,228.3438
2016-03-29,1357.15,237.85,229.5367
2016-03-30,1376.67,245.95,230.0338
2016-03-31,1372.9,247.7,231.17700000000002
2016-04-01,1404.59,242.9,233.9605
2016-04-04,1402.9,242.55,229.835
2016-04-05,1381.69,226.25,224.7651
2016-04-06,1418.4,224.35,227.6977
2016-04-07,1408.32,216.8,225.113
2016-04-08,1432.46,219.25,224.4172
2016-04-11,1437.72,229.05,223.2242
2016-04-12,1439.26,233.6,222.429
2016-04-13,1460.38,233.55,229.7356
2016-04-14,1460.38,233.55,229.7356
2016-04-15,1460.38,233.55,229.7356
