,ACC,ADANIPORTS,AMBUJACEM
2008-05-30,541.94,140.93,78.6526
2008-06-02,513.99,136.55,75.9233
2008-06-03,532.43,131.84,76.4196
2008-06-04,518.95,125.21,72.4497
2008-06-05,524.28,117.25,70.961
2008-06-06,515.01,114.05,70.6302
2008-06-09,502.93,109.23,67.7355
2008-06-10,504.12,105.07,68.1077
2008-06-11,521.32,108.25,72.9873
2008-06-12,517.8,105.83,71.0437
2008-06-13,520.79,107.04,70.2994
2008-06-16,521.08,110.71,70.2994
2008-06-17,522.72,112.44,72.2843
2008-06-18,525.96,112.14,74.9722
2008-06-19,525.46,115.75,73.773
2008-06-20,512.39,111.31,70.2994
2008-06-23,496.62,101.82,69.3483
2008-06-24,485.06,101.4,66.8671
2008-06-25,486.78,98.02,68.2317
2008-06-26,490.96,94.23,72.9459
2008-06-27,475.06,88.44,67.2806
2008-06-30,430.65,88.11,62.8146
2008-07-01,413.97,85.26,60.3748
2008-07-02,410.61,85.82,62.6078
2008-07-03,386.72,79.05,59.2169
2008-07-04,391.19,80.31,61.8634
2008-07-07,407.46,83.33,61.2432
2008-07-08,431.38,81.92,61.3672
2008-07-09,440.11,98.31,63.5589
2008-07-10,453.22,101.23,65.7092
2008-07-11,446.38,97.42,66.5363
2008-07-14,438.6,95.38,67.8182
2008-07-15,431.59,87.01,66.7017
2008-07-16,421.39,85.27,67.446
2008-07-17,441.18,85.36,67.8182
2008-07-18,442.37,83.34,68.5626
2008-07-21,443.96,84.94,67.0739
2008-07-22,463.76,92.09,66.9912
2008-07-23,484.49,98.7,69.555
2008-07-24,458.76,104.24,68.7693
2008-07-25,469.86,104.81,68.149
2008-07-28,486.25,104.93,67.8182
2008-07-29,465.89,98.91,65.7919
2008-07-30,484.94,100.55,67.8182
2008-07-31,486.31,103.06,67.3633
2008-08-01,481.31,102.75,68.4385
2008-08-04,488.11,104.32,68.5212
2008-08-05,513.49,104.67,72.367
2008-08-06,531.62,102.82,73.3595
2008-08-07,532.87,102.3,74.3519
2008-08-08,524.66,103.7,72.9269
2008-08-11,524.87,105.38,74.0166
2008-08-12,523.53,111.71,73.8909
2008-08-13,523.49,109.61,73.3879
2008-08-14,508.11,102.05,70.8732
2008-08-15,,,70.49600000000001
2008-08-18,495.48,102.3,67.1011
2008-08-19,467.1,101.44,67.185
2008-08-20,472.31,103.45,68.1909
2008-08-21,457.68,100.63,66.221
2008-08-22,466.1,102.69,67.0592
2008-08-25,461.85,103.81,67.185
2008-08-26,468.52,101.39,68.0232
2008-08-27,465.39,100.0,66.9335
2008-08-28,456.97,99.42,65.9695
2008-08-29,468.77,102.93,67.3107
2008-09-01,469.93,105.39,67.1431
2008-09-02,489.15,105.32,68.2747
2008-09-03,,,68.1909
2008-09-04,490.15,104.1,68.9034
2008-09-05,487.61,101.77,67.4784
2008-09-08,501.32,103.45,70.3284
2008-09-09,498.4,103.5,70.1188
2008-09-10,503.07,105.14,70.2865
2008-09-11,497.19,103.35,68.4004
2008-09-12,493.53,101.66,66.8497
2008-09-15,494.32,96.78,64.9217
2008-09-16,484.81,97.25,64.9217
2008-09-17,494.69,89.18,66.0114
2008-09-18,503.19,82.15,67.8556
2008-09-19,505.82,82.45,71.2504
2008-09-22,522.87,80.18,70.9151
2008-09-23,522.28,79.94,69.6159
2008-09-24,522.45,80.73,70.6637
2008-09-25,506.74,79.48,70.957
2008-09-26,511.57,77.85,69.1129
2008-09-29,511.11,76.39,65.257
2008-09-30,512.61,77.98,65.9276
2008-10-01,524.66,78.42,66.0533
2008-10-02,,,66.3048
2008-10-03,521.08,78.01,65.4247
2008-10-06,499.9,74.45,60.982
2008-10-07,492.73,75.01,62.4908
2008-10-08,476.69,71.67,60.8982
2008-10-09,,,61.6945
2008-10-10,453.35,63.12,52.893
2008-10-13,460.43,68.66,53.4378
2008-10-14,461.72,72.02,54.4437
2008-10-15,457.18,68.72,52.0966
2008-10-16,434.51,72.35,51.2584
2008-10-17,405.71,72.44,47.6121
2008-10-20,382.57,74.06,44.9297
2008-10-21,403.75,78.76,45.1392
2008-10-22,377.32,75.92,40.1517
2008-10-23,368.74,73.22,40.7385
2008-10-24,352.73,67.81,37.637
2008-10-27,344.44,61.46,41.5348
2008-10-28,372.57,65.57,45.265
2008-10-29,394.33,61.9,48.6179
2008-10-30,,,49.3304
2008-10-31,411.58,64.65,51.0908
2008-11-03,427.92,64.19,53.9408
2008-11-04,422.96,62.74,52.8091
2008-11-05,390.33,64.08,48.0731
2008-11-06,387.2,62.92,46.1451
2008-11-07,400.0,61.63,47.3187
2008-11-10,414.92,62.01,51.5518
2008-11-11,394.66,62.55,46.5643
2008-11-12,383.2,61.34,46.5643
2008-11-13,,,47.151
2008-11-14,346.4,58.32,45.4326
2008-11-17,363.82,59.51,47.3606
2008-11-18,338.31,58.67,45.3907
2008-11-19,333.56,55.96,46.3128
2008-11-20,343.44,52.14,45.6841
2008-11-21,333.1,51.6,48.0731
2008-11-24,335.85,50.74,47.0253
2008-11-25,331.02,49.75,43.4628
2008-11-26,336.1,48.49,45.6003
2008-11-27,,,45.0554
2008-11-28,338.1,46.6,43.7561
2008-12-01,334.44,47.99,43.9657
2008-12-02,338.14,46.87,44.8459
2008-12-03,335.23,47.43,44.5106
2008-12-04,357.36,48.83,45.0135
2008-12-05,355.98,48.67,45.4326
2008-12-08,360.69,47.92,48.6179
2008-12-09,,,48.6179
2008-12-10,397.62,50.47,53.6474
2008-12-11,408.04,51.35,52.5577
2008-12-12,411.08,51.06,51.5518
2008-12-15,428.42,52.97,56.1202
2008-12-16,446.59,58.0,59.9761
2008-12-17,405.04,55.59,56.4974
2008-12-18,422.25,56.79,62.4908
2008-12-19,413.71,57.91,59.6827
2008-12-22,406.58,56.31,59.3055
2008-12-23,405.04,55.94,60.0599
2008-12-24,387.87,56.51,58.5092
2008-12-25,386.78,56.33,59.5151
2008-12-26,380.82,55.18,55.1562
2008-12-29,387.49,57.04,57.8386
2008-12-30,398.33,57.75,60.7724
2008-12-31,400.25,58.76,58.7187
2009-01-01,412.83,60.3,59.3055
2009-01-02,411.71,59.84,57.9224
2009-01-05,423.09,70.52,58.7606
2009-01-06,453.01,71.39,64.0416
2009-01-07,424.0,63.6,60.521
2009-01-08,421.21,63.77,60.6467
2009-01-09,419.92,61.06,60.8982
2009-01-12,413.58,66.81,58.132
2009-01-13,424.25,63.18,59.0959
2009-01-14,429.3,69.5,60.3114
2009-01-15,419.0,67.4,57.9224
2009-01-16,415.88,67.82,59.3055
2009-01-19,418.79,65.52,61.443000000000005
2009-01-20,404.58,67.75,58.3415
2009-01-21,398.16,64.41,59.1798
2009-01-22,408.46,66.68,58.7187
2009-01-23,395.54,65.74,55.4077
2009-01-26,,,56.4974
2009-01-27,405.83,67.87,58.3415
2009-01-28,414.54,71.27,59.3055
2009-01-29,420.09,68.91,56.9165
2009-01-30,422.13,69.76,59.3893
2009-02-02,412.17,70.38,58.7187
2009-02-03,432.3,68.75,58.8026
2009-02-04,442.68,66.58,58.7606
2009-02-05,443.8,66.46,58.9283
2009-02-06,449.72,67.78,60.1437
2009-02-09,449.8,69.64,61.1496
2009-02-10,453.01,68.0,62.0298
2009-02-11,464.56,67.13,62.4489
2009-02-12,458.81,66.37,61.9879
2009-02-13,482.81,66.53,61.443000000000005
2009-02-16,467.64,64.77,59.2217
2009-02-17,452.6,62.49,58.2996
2009-02-18,467.81,62.16,58.8949
2009-02-19,456.18,65.48,59.8442
2009-02-20,461.68,65.34,58.8518
2009-02-23,,,58.6792
2009-02-24,465.43,64.4,59.5421
2009-02-25,463.56,64.22,58.5066
2009-02-26,466.73,64.2,56.8671
2009-02-27,450.18,63.55,54.8392
2009-03-02,437.42,58.85,54.5803
2009-03-03,442.26,57.03,56.5219
2009-03-04,449.97,58.41,58.6361
2009-03-05,440.59,57.82,57.5574
2009-03-06,441.97,57.63,58.032
2009-03-09,432.67,55.42,58.333999999999996
2009-03-10,,,58.7224
2009-03-11,,,58.7224
2009-03-12,450.93,55.42,58.6361
2009-03-13,468.85,57.98,59.5421
2009-03-16,470.43,58.08,60.0168
2009-03-17,463.89,57.73,58.032
2009-03-18,457.22,60.76,55.7452
2009-03-19,454.26,58.16,57.6437
2009-03-20,453.14,58.47,60.0168
2009-03-23,465.56,59.93,60.2325
2009-03-24,466.15,58.47,60.966
2009-03-25,477.91,60.31,60.5345
2009-03-26,477.1,59.82,60.0599
2009-03-27,493.27,57.32,61.6995
2009-03-30,480.58,59.17,60.7071
2009-03-31,487.54,60.14,60.9228
2009-04-01,498.11,63.4,61.9152
2009-04-02,511.14,64.6,64.0725
2009-04-03,,,64.0294
2009-04-06,494.25,71.65,62.1741
2009-04-07,495.69,71.62,61.57
2009-04-08,502.23,68.02,65.4101
2009-04-09,497.85,70.37,67.3517
2009-04-10,497.39,70.41,66.877
2009-04-13,501.8,70.71,67.2222
2009-04-14,499.09,70.65,66.6613
2009-04-15,522.68,74.35,74.0825
2009-04-16,523.57,70.73,69.3364
2009-04-17,516.95,70.13,69.0344
2009-04-20,524.12,70.47,69.1638
2009-04-21,523.28,70.61,67.0065
2009-04-22,548.91,71.95,68.5166
2009-04-23,549.93,72.84,71.4074
2009-04-24,576.15,75.06,69.811
2009-04-27,558.75,72.49,71.4074
2009-04-28,546.66,68.74,70.0267
2009-04-29,555.4,72.32,69.8973
2009-04-30,555.95,72.36,69.509
2009-05-01,555.95,72.36,69.509
2009-05-04,555.83,75.4,70.6308
2009-05-05,556.8,76.37,68.9912
2009-05-06,544.62,74.66,70.5445
2009-05-07,529.64,76.63,68.4303
2009-05-08,510.33,76.86,64.9786
2009-05-11,501.97,75.05,64.4608
2009-05-12,505.45,75.93,66.4456
2009-05-13,521.66,81.59,65.7984
2009-05-14,521.37,85.93,65.5826
2009-05-15,538.94,87.76,65.5826
2009-05-18,611.85,97.36,75.3338
2009-05-19,636.5,98.36,74.2982
2009-05-20,655.77,99.8,80.3387
2009-05-21,630.82,104.01,79.1306
2009-05-22,618.85,101.62,79.0012
2009-05-25,614.56,111.58,78.5266
2009-05-26,604.42,107.2,77.5774
2009-05-27,603.57,109.7,77.3185
2009-05-28,617.49,109.47,76.9302
2009-05-29,664.17,113.7,79.0443
2009-06-01,704.32,121.13,84.6102
2009-06-02,663.11,117.01,86.595
2009-06-03,695.88,111.79,90.73700000000001
2009-06-04,709.03,115.38,87.9757
2009-06-05,729.78,116.57,88.8386
2009-06-08,690.44,115.75,84.6965
2009-06-09,721.47,126.53,87.1559
2009-06-10,763.27,127.87,89.4858
2009-06-11,732.5,125.53,85.5595
2009-06-12,717.94,123.82,84.0062
2009-06-15,725.54,117.25,85.3869
2009-06-16,725.29,117.85,85.6458
2009-06-17,703.68,114.17,83.6179
2009-06-18,641.98,114.91,77.1028
2009-06-19,635.82,115.19,78.0951
2009-06-22,628.91,114.93,74.6866
2009-06-23,632.98,111.77,74.5571
2009-06-24,652.21,113.95,77.6637
2009-06-25,664.77,113.73,75.3338
2009-06-26,678.26,114.39,79.1738
2009-06-29,673.0,118.09,78.354
2009-06-30,649.96,112.38,75.5063
2009-07-01,647.75,113.06,77.6205
2009-07-02,647.24,109.61,77.189
2009-07-03,652.46,108.98,78.656
2009-07-06,614.39,100.42,75.1612
2009-07-07,649.32,96.93,79.0012
2009-07-08,668.5,94.08,80.8996
2009-07-09,664.34,92.04,83.8336
2009-07-10,647.66,96.01,82.6255
2009-07-13,643.51,94.13,81.2448
2009-07-14,670.71,97.68,86.1635
2009-07-15,684.8,100.48,85.43
2009-07-16,674.49,98.39,84.3945
2009-07-17,688.15,101.11,84.6534
2009-07-20,717.1,102.64,83.7042
2009-07-21,700.67,102.93,82.8844
2009-07-22,686.28,103.42,83.057
2009-07-23,724.82,103.66,83.7042
2009-07-24,717.48,103.88,82.0646
2009-07-27,720.11,104.01,82.194
2009-07-28,734.67,104.37,85.8183
2009-07-29,729.7,101.54,85.4732
2009-07-30,751.99,103.62,89.4858
2009-07-31,756.41,111.86,93.6279
2009-08-03,766.03,111.75,93.973
2009-08-04,772.85,111.69,95.2382
2009-08-05,794.32,111.1,96.198
2009-08-06,759.07,106.27,93.2314
2009-08-07,746.75,100.52,91.9226
2009-08-10,695.52,104.44,87.2981
2009-08-11,703.64,101.86,87.2544
2009-08-12,711.49,101.3,87.9961
2009-08-13,728.84,102.99,90.6137
2009-08-14,713.21,102.76,88.0397
2009-08-17,680.75,101.74,86.9491
2009-08-18,685.13,100.49,87.1672
2009-08-19,649.49,99.52,84.4187
2009-08-20,651.55,99.54,86.7745
2009-08-21,667.01,99.27,85.902
2009-08-24,681.74,100.95,86.251
2009-08-25,677.62,101.83,85.3785
2009-08-26,686.89,103.8,85.9893
2009-08-27,684.53,109.76,86.251
2009-08-28,695.01,106.85,86.0765
2009-08-31,693.03,104.65,86.5128
2009-09-01,670.06,100.53,86.1201
2009-09-02,668.43,98.75,86.0329
2009-09-03,660.4,102.52,87.1236
2009-09-04,680.79,103.28,87.2544
2009-09-07,687.02,106.62,88.3888
2009-09-08,683.67,102.22,87.2544
2009-09-09,684.06,101.4,86.7309
2009-09-10,678.22,101.44,86.0329
2009-09-11,664.35,100.24,85.6839
2009-09-14,656.02,100.47,84.6804
2009-09-15,664.91,102.73,86.2946
2009-09-16,688.01,101.36,87.2108
2009-09-17,711.75,100.42,87.0799
2009-09-18,725.96,100.48,87.2544
2009-09-21,726.52,100.25,87.1672
2009-09-22,727.42,101.87,87.1672
2009-09-23,715.83,100.9,86.3383
2009-09-24,706.9,99.81,85.6839
2009-09-25,701.79,99.2,85.8147
2009-09-28,700.33,98.65,85.9456
2009-09-29,699.86,98.74,86.5564
2009-09-30,704.41,97.59,86.9491
2009-10-01,709.99,98.66,89.3922
2009-10-02,708.83,99.3,89.9157
2009-10-05,698.96,96.64,87.6907
2009-10-06,681.87,95.92,85.1603
2009-10-07,678.9,95.83,85.2476
2009-10-08,685.82,98.59,85.8147
2009-10-09,683.03,101.01,86.6873
2009-10-12,684.06,100.94,84.8549
2009-10-13,683.93,100.9,83.7643
2009-10-14,676.5,103.59,82.0628
2009-10-15,682.68,104.32,81.8447
2009-10-16,672.85,104.2,79.5324
2009-10-19,672.42,104.0,79.4888
2009-10-20,672.08,102.75,79.6197
2009-10-21,661.9,101.46,78.9653
2009-10-22,657.48,98.58,78.4417
2009-10-23,655.63,97.55,78.7035
2009-10-26,656.92,98.85,78.3109
2009-10-27,651.85,95.45,78.1364
2009-10-28,640.17,96.55,76.5658
2009-10-29,630.98,95.39,77.002
2009-10-30,644.64,93.89,77.7873
2009-11-02,641.5,94.27,77.7437
2009-11-03,600.5,90.37,74.0354
2009-11-04,626.05,92.3,77.7437
2009-11-05,618.02,99.33,74.8207
2009-11-06,616.47,98.62,73.1192
2009-11-09,618.02,100.53,71.9413
2009-11-10,617.16,97.42,73.5991
2009-11-11,629.05,99.3,74.1663
2009-11-12,633.17,101.71,74.4717
2009-11-13,634.5,101.9,74.9079
2009-11-16,639.79,102.35,75.9114
2009-11-17,626.9,99.49,76.0422
2009-11-18,626.26,100.3,76.0422
2009-11-19,629.78,101.21,74.8207
2009-11-20,657.91,100.5,75.9114
2009-11-23,677.36,103.55,77.1766
2009-11-24,673.06,103.0,78.7035
2009-11-25,681.91,102.83,80.2305
2009-11-26,687.1,102.71,80.2741
2009-11-27,679.63,99.69,78.0055
2009-11-30,685.0,101.9,80.5795
2009-12-01,695.09,104.52,82.2373
2009-12-02,687.28,106.9,82.1501
2009-12-03,700.59,107.5,82.4118
2009-12-04,697.71,106.45,82.8045
2009-12-07,689.25,104.49,82.8481
2009-12-08,695.95,107.71,85.3785
2009-12-09,701.92,105.11,85.2912
2009-12-10,697.67,105.73,86.0329
2009-12-11,701.4,106.73,85.5094
2009-12-14,737.13,106.26,86.6437
2009-12-15,730.77,104.89,84.8549
2009-12-16,739.23,103.72,85.553
2009-12-17,743.91,102.99,86.3819
2009-12-18,739.96,101.94,85.7711
2009-12-21,735.8,102.21,84.5059
2009-12-22,719.14,101.37,83.7643
2009-12-23,734.94,101.96,86.5128
2009-12-24,739.36,104.55,86.8182
2009-12-25,738.29,105.12,86.2946
2009-12-28,738.29,105.12,86.2946
2009-12-29,738.2,103.61,88.3015
2009-12-30,748.34,103.24,88.9123
2009-12-31,749.24,103.89,90.9628
2010-01-01,751.51,103.84,91.5735
2010-01-04,784.58,104.51,92.57700000000001
2010-01-05,774.4,108.12,91.8789
2010-01-06,779.42,113.48,92.4461
2010-01-07,784.36,112.14,92.3152
2010-01-08,783.33,112.0,92.4025
2010-01-11,785.91,115.82,92.57700000000001
2010-01-12,771.22,117.55,90.2211
2010-01-13,812.61,121.99,94.4093
2010-01-14,820.21,119.99,93.7113
2010-01-15,842.29,121.84,98.8157
2010-01-18,843.27,121.84,96.8524
2010-01-19,817.81,118.7,94.3657
2010-01-20,817.55,117.07,95.6309
2010-01-21,808.96,117.03,95.2818
2010-01-22,793.46,115.52,92.2279
2010-01-25,776.07,112.89,90.5265
2010-01-26,817.55,118.64,94.5838
2010-01-27,757.35,109.88,88.6505
2010-01-28,745.97,110.04,89.4358
2010-01-29,748.59,111.73,88.825
2010-02-01,749.97,115.26,88.1706
2010-02-02,749.19,117.36,89.3049
2010-02-03,759.03,124.94,90.0902
2010-02-04,735.84,123.88,87.8652
2010-02-05,726.14,121.66,86.9491
2010-02-08,723.65,124.34,88.1706
2010-02-09,745.2,122.58,90.8755
2010-02-10,747.05,122.65,90.6574
2010-02-11,760.79,122.58,93.1005
2010-02-12,,,93.3623
2010-02-15,752.07,122.1,91.399
2010-02-16,784.79,121.67,95.3255
2010-02-17,787.19,130.66,94.0603
2010-02-18,780.45,127.99,93.97200000000001
2010-02-19,774.48,125.52,93.0456
2010-02-22,778.61,124.14,92.47200000000001
2010-02-23,777.15,124.33,91.5014
2010-02-24,777.32,122.54,92.4279
2010-02-25,789.51,127.91,93.2662
2010-02-26,792.73,129.08,94.3691
2010-03-01,,,93.97200000000001
2010-03-02,826.14,131.71,94.8103
2010-03-03,824.34,136.88,94.4132
2010-03-04,827.94,136.95,93.5309
2010-03-05,832.45,137.32,96.3986
2010-03-08,850.19,140.5,101.5604
2010-03-09,851.82,137.04,101.2957
2010-03-10,870.37,136.01,103.3251
2010-03-11,858.09,132.75,102.5751
2010-03-12,858.34,133.95,102.7516
2010-03-15,841.86,134.38,102.7957
2010-03-16,831.21,138.0,102.884
2010-03-17,827.86,137.06,102.0457
2010-03-18,835.5,136.55,103.0163
2010-03-19,840.4,139.58,104.7369
2010-03-22,833.01,139.25,104.031
2010-03-23,833.45,139.14,103.7222
2010-03-24,,,103.6781
2010-03-25,813.73,141.12,104.384
2010-03-26,818.13,141.94,105.3105
2010-03-29,828.14,148.4,107.6929
2010-03-30,830.44,150.67,104.9575
2010-03-31,827.83,151.25,105.7516
2010-04-01,826.83,143.94,104.2075
2010-04-02,,,104.2957
2010-04-05,826.79,143.85,104.8252
2010-04-06,828.09,141.96,103.1928
2010-04-07,849.94,142.22,105.2222
2010-04-08,839.8,142.04,105.5311
2010-04-09,831.88,142.27,105.9281
2010-04-12,828.53,143.17,104.8693
2010-04-13,818.78,145.24,104.8693
2010-04-14,,,105.0016
2010-04-15,817.52,143.43,105.5311
2010-04-16,812.03,143.5,104.781
2010-04-19,801.15,142.75,103.3693
2010-04-20,802.85,144.83,104.9575
2010-04-21,810.81,148.24,106.8105
2010-04-22,800.54,149.97,105.9281
2010-04-23,786.62,150.24,106.0164
2010-04-26,792.23,146.14,107.5164
2010-04-27,784.61,144.78,108.9723
2010-04-28,790.4,142.7,109.23700000000001
2010-04-29,779.3,141.97,109.4576
2010-04-30,787.79,141.56,106.8105
2010-05-03,786.62,139.62,106.2369
2010-05-04,764.42,136.35,102.4869
2010-05-05,770.6,133.26,102.2222
2010-05-06,762.77,130.75,98.9574
2010-05-07,749.75,124.95,97.9868
2010-05-10,776.21,132.66,101.2075
2010-05-11,771.51,134.53,97.9868
2010-05-12,763.55,138.56,96.7515
2010-05-13,775.87,142.55,96.3103
2010-05-14,777.13,136.39,93.3544
2010-05-17,754.32,134.36,93.0456
2010-05-18,750.1,130.83,95.1632
2010-05-19,733.43,125.31,92.6044
2010-05-20,734.69,124.36,92.2514
2010-05-21,751.23,128.54,93.22200000000001
2010-05-24,744.36,129.68,98.1192
2010-05-25,732.56,123.22,92.6044
2010-05-26,722.55,128.96,93.6191
2010-05-27,712.28,128.3,96.3103
2010-05-28,719.03,128.74,96.1338
2010-05-31,712.5,133.41,96.0456
2010-06-01,711.76,129.63,94.2809
2010-06-02,719.68,127.47,97.678
2010-06-03,732.47,131.44,100.7663
2010-06-04,732.82,132.11,99.2662
2010-06-07,741.35,126.7,101.9133
2010-06-08,733.21,127.01,101.6045
2010-06-09,746.88,127.77,101.5163
2010-06-10,756.32,130.66,102.2222
2010-06-11,750.1,130.92,101.5163
2010-06-14,751.06,132.32,101.6486
2010-06-15,765.9,134.62,102.1339
2010-06-16,751.71,135.69,102.2222
2010-06-17,753.32,136.84,103.2369
2010-06-18,750.41,136.83,103.8546
2010-06-21,768.29,137.52,104.2516
2010-06-22,749.88,137.17,104.781
2010-06-23,758.28,138.68,106.3693
2010-06-24,758.24,135.95,104.3399
2010-06-25,750.06,133.92,103.3693
2010-06-28,758.24,137.06,104.5163
2010-06-29,755.54,138.17,101.0751
2010-06-30,764.33,141.46,101.3839
2010-07-01,754.32,139.77,99.7516
2010-07-02,751.23,136.95,99.4868
2010-07-05,751.1,140.42,100.3251
2010-07-06,744.97,138.04,100.0163
2010-07-07,743.36,139.05,99.2662
2010-07-08,733.56,138.6,99.6192
2010-07-09,724.73,138.69,98.2074
2010-07-12,718.9,142.17,97.8103
2010-07-13,713.59,145.35,97.6339
2010-07-14,701.1,143.59,97.1045
2010-07-15,704.58,143.04,97.2368
2010-07-16,708.62,144.58,96.0456
2010-07-19,706.62,143.12,95.1632
2010-07-20,705.06,140.24,95.2515
2010-07-21,717.94,139.97,99.1339
2010-07-22,710.41,138.98,101.4722
2010-07-23,713.72,139.05,101.4722
2010-07-26,717.29,139.18,102.6634
2010-07-27,738.52,138.95,104.4722
2010-07-28,740.46,138.79,103.7663
2010-07-29,740.68,138.16,106.1487
2010-07-30,731.96,138.71,103.9428
2010-08-02,734.91,141.42,104.2075
2010-08-03,730.55,142.48,103.4575
2010-08-04,722.76,144.5,103.4575
2010-08-05,717.87,148.09,101.8974
2010-08-06,729.19,150.36,102.4769
2010-08-09,743.94,153.08,106.756
2010-08-10,746.41,157.99,106.7114
2010-08-11,741.96,154.27,107.4692
2010-08-12,739.71,154.38,104.6164
2010-08-13,743.41,154.3,103.9924
2010-08-16,734.38,153.49,101.5408
2010-08-17,737.51,152.88,101.9865
2010-08-18,739.98,152.42,102.2986
2010-08-19,778.07,154.56,110.946
2010-08-20,767.24,155.08,108.7173
2010-08-23,770.54,157.62,108.6727
2010-08-24,762.61,154.47,107.915
2010-08-25,765.35,153.88,108.1824
2010-08-26,764.73,153.55,108.851
2010-08-27,768.16,148.61,107.4692
2010-08-30,771.2,147.99,109.0739
2010-08-31,766.62,148.66,111.9267
2010-09-01,779.83,150.21,110.7231
2010-09-02,788.82,147.55,111.8821
2010-09-03,789.79,147.96,112.2833
2010-09-06,795.34,152.55,112.8182
2010-09-07,847.31,150.31,121.2427
2010-09-08,874.96,152.85,122.3125
2010-09-09,864.0,152.79,121.6885
2010-09-10,,,122.3571
2010-09-13,872.41,154.86,124.2292
2010-09-14,854.44,155.79,121.8668
2010-09-15,845.94,156.84,122.9811
2010-09-16,850.61,152.33,121.5102
2010-09-17,878.93,159.58,127.08200000000001
2010-09-20,899.41,164.02,129.6673
2010-09-21,895.35,163.11,130.6925
2010-09-22,886.11,161.88,131.4949
2010-09-23,885.4,160.13,129.9793
2010-09-24,893.68,157.48,130.2468
2010-09-27,892.01,161.39,129.489
2010-09-28,899.58,165.16,130.1576
2010-09-29,885.36,162.75,131.1829
2010-09-30,871.88,162.12,125.3436
2010-10-01,884.39,161.54,126.5025
2010-10-04,895.22,161.39,125.4327
2010-10-05,907.16,164.49,127.0374
2010-10-06,908.35,173.96,128.1518
2010-10-07,908.17,175.08,126.458
2010-10-08,896.94,175.51,125.8785
2010-10-11,894.12,174.54,126.4134
2010-10-12,877.52,170.53,124.4075
2010-10-13,909.8,166.28,127.706
2010-10-14,897.86,161.39,126.3688
2010-10-15,877.47,156.56,123.6943
2010-10-18,854.66,153.7,121.8668
2010-10-19,859.95,160.09,124.2292
2010-10-20,854.0,159.31,122.6691
2010-10-21,863.6,168.26,126.8591
2010-10-22,866.33,165.55,124.363
2010-10-25,902.45,158.88,128.0181
2010-10-26,893.06,158.44,126.1905
2010-10-27,873.07,155.06,124.675
2010-10-28,867.12,149.3,127.0374
2010-10-29,867.92,146.89,124.8979
2010-11-01,893.06,150.08,127.2157
2010-11-02,935.3,148.1,132.1635
2010-11-03,954.15,154.62,134.4814
2010-11-04,958.69,155.88,135.2837
2010-11-05,955.69,156.99,134.7934
2010-11-08,982.95,156.07,145.8479
2010-11-09,988.24,156.9,146.8285
2010-11-10,975.11,154.62,143.2626
2010-11-11,959.87,150.27,143.7975
2010-11-12,950.63,146.84,141.3013
2010-11-15,937.85,146.55,138.4039
2010-11-16,921.21,143.55,132.1189
2010-11-17,,,131.3612
2010-11-18,917.55,142.87,133.3224
2010-11-19,897.56,140.5,129.8456
2010-11-22,904.07,141.23,130.3359
2010-11-23,886.63,140.55,128.0181
2010-11-24,877.08,140.12,125.4773
2010-11-25,890.51,134.46,123.6498
2010-11-26,883.46,136.64,123.7835
2010-11-29,878.71,138.76,123.3823
2010-11-30,866.55,147.37,125.5665
2010-12-01,879.76,148.58,125.4773
2010-12-02,880.69,145.39,124.7195
2010-12-03,864.39,142.2,123.1149
2010-12-06,859.59,142.15,122.1342
2010-12-07,878.0,140.89,123.8726
2010-12-08,890.07,136.83,122.89200000000001
2010-12-09,872.19,133.2,119.0586
2010-12-10,947.06,141.76,126.5917
2010-12-13,925.57,143.36,123.1594
2010-12-14,936.75,146.45,124.7641
2010-12-15,937.9,143.41,121.3319
2010-12-16,947.06,143.16,123.516
2010-12-17,,,123.0257
2010-12-20,959.13,139.54,124.4967
2010-12-21,949.92,144.76,123.1149
2010-12-22,951.07,145.0,124.5412
2010-12-23,945.65,140.5,123.2486
2010-12-24,946.93,139.01,125.611
2010-12-27,952.43,138.91,128.5084
2010-12-28,957.72,136.2,127.3495
2010-12-29,954.19,136.69,127.3495
2010-12-30,948.12,137.02,127.7952
2010-12-31,947.41,139.3,127.6615
2011-01-03,946.35,140.26,127.4386
2011-01-04,945.43,143.65,128.7758
2011-01-05,937.55,152.4,125.5665
2011-01-06,900.68,149.84,119.0586
2011-01-07,882.85,142.39,114.8686
2011-01-10,895.0,135.77,113.6205
2011-01-11,906.5,134.46,112.729
2011-01-12,905.79,135.14,114.6457
2011-01-13,914.38,136.73,118.1225
2011-01-14,884.26,134.61,114.1108
2011-01-17,888.88,132.58,112.1941
2011-01-18,906.5,135.23,116.60700000000001
2011-01-19,893.02,135.19,113.5313
2011-01-20,895.62,134.8,114.2
2011-01-21,877.61,135.38,112.8182
2011-01-24,883.51,137.56,113.2639
2011-01-25,897.2,135.52,115.4035
2011-01-26,,,115.0469
2011-01-27,915.22,133.59,117.8105
2011-01-28,873.91,134.9,114.0662
2011-01-31,873.47,135.91,112.4616
2011-02-01,860.52,134.85,108.0041
2011-02-02,872.89,132.0,108.0487
2011-02-03,866.86,133.78,111.6146
2011-02-04,858.54,130.5,107.5138
2011-02-07,871.35,130.35,106.5777
2011-02-08,854.84,127.35,106.0428
2011-02-09,827.0,124.74,106.1765
2011-02-10,840.48,125.42,104.7947
2011-02-11,859.06,133.98,105.0654
